player,runs,balls,dismissed,opponent,date,venue,type
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,2,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,6,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,2,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SA Yadav,0,1,SA Yadav,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
JM Sharma,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
JM Sharma,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
JM Sharma,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
JM Sharma,0,1,JM Sharma,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,4,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,6,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,1,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,0,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,2,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,6,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RK Singh,6,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,2,1,,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
RA Jadeja,0,1,RA Jadeja,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
Arshdeep Singh,0,1,Arshdeep Singh,South Africa,2023-12-12,"St George's Park, Gqeberha",batting
SV Samson,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RG Sharma,0,1,RG Sharma,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,2,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SV Samson,0,1,SV Samson,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,2,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,2,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,6,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,2,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
DJ Hooda,0,1,DJ Hooda,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
VR Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,6,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
VR Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
VR Iyer,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
VR Iyer,0,1,VR Iyer,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,2,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,2,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,0,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
RA Jadeja,1,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
SS Iyer,4,1,,Sri Lanka,2022-02-27,"Himachal Pradesh Cricket Association Stadium, Dharamsala",batting
KL Rahul,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
KL Rahul,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
KL Rahul,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RG Sharma,0,1,RG Sharma,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
KL Rahul,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
KL Rahul,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
KL Rahul,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
KL Rahul,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
KL Rahul,0,1,KL Rahul,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
SA Yadav,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
SA Yadav,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
SA Yadav,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
SA Yadav,6,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
SA Yadav,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
SA Yadav,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,6,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
SA Yadav,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
SA Yadav,0,1,SA Yadav,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,6,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,6,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RR Pant,0,1,RR Pant,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
RA Jadeja,0,1,RA Jadeja,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
V Kohli,0,1,V Kohli,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
B Kumar,1,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,4,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
HH Pandya,0,1,HH Pandya,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
B Kumar,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
B Kumar,2,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
B Kumar,0,1,,Pakistan,2021-10-24,Dubai International Cricket Stadium,batting
DB Sharma,1,1,,England,2022-09-10,"Riverside Ground, Chester-le-Street",batting
